temp_entrada_leche,temp_ambiente,temp_setpoint_leche,temp_proceso_leche,temp_agua_servicio,flujo_leche_lh,horas_desde_limpieza,presion_diferencial_bar
-0.3128953675505116,-0.908231078796924,1.4064366896362837,1.4599599925864066,1.488011070254983,0.5788412908664776,1.2439246156263795,1.3505169204159377
-1.7663372420148833,-1.2418186322914295,-0.5491506587220181,-0.5607576016449985,0.3211663094101539,0.2585634543684115,0.9474003117539807,0.8000943020475716
-0.6342135276902332,-1.505757108996717,0.053458207658948924,-0.10239437111523361,-0.014810160798510223,0.2816283796499493,1.4818710819348069,0.8446298679153823
-1.3682756242314513,-1.0972068025939687,0.6428233400638124,0.6436062099858811,0.6243965370790082,0.9088672464500538,-0.6003310476369507,-0.018436597389935045
0.894684882161266,0.32508307187406404,-0.13766538607481407,0.10213226729002478,0.7103790570366215,1.3521593186511487,1.1039983385868835,1.1559059393021012
-0.9756612071264494,0.15330721185351923,-0.33617704181498986,-0.3558488305562806,-0.5022344225569392,-1.5440342958828577,0.467526049824486,0.24849635603552106
-1.0641728264325325,-1.4701540288101755,1.3284712219943113,1.0644289209487197,-0.1376185007851657,1.4630611282268209,0.7292672297674503,1.2585781625939851
1.0075479997596073,0.45656731197682054,0.7469019715067371,0.7490254503853346,1.7579722421460664,0.28604991114855205,-0.2588165078579627,0.4700497960294006
1.3960350226734024,0.9043074053492224,0.6524998653911886,0.7368788352042973,1.5946197434530638,-1.3076188083354663,1.3293569250390904,0.9183459670289783
0.9196339665769149,0.24902712715211514,-1.5130849709967453,-1.6523026391558355,0.36193198695490736,0.3733870587164178,-0.0685720618000764,0.1618266455913803
-1.3968081746713126,-1.1834184653393267,-0.4094259721264316,-0.2314539322601794,-0.7283796534613318,-1.1417808518999295,0.09250130168484791,0.6270416338705818
-1.2424232584977317,-1.263127806096238,1.1135888916083678,1.0628156783366565,0.9480867972765417,-0.5229304331593148,-0.9976515786208872,-0.6692391990640969
-0.9522682065115593,-1.1046175716270858,1.367831690543377,1.3036697835249251,0.27485515003494965,-0.12648201206258913,1.349355544491441,1.3721722665144536
0.8024973414087776,1.1289443894541993,1.5352576164696776,1.5140613615856946,0.2935596884544186,-0.35408371252699883,-1.557028987245644,-2.1267640687330522
