temp_entrada_leche,temp_ambiente,temp_setpoint_leche,temp_proceso_leche,temp_agua_servicio,flujo_leche_lh,horas_desde_limpieza,presion_diferencial_bar
3.9385187056241753,16.72100926692928,77.43696380719136,77.55610984393721,89.29171580647093,4154.726386752251,17.299371188609605,1.405007929910052
3.2249603010432843,14.78393402691391,74.0846301794908,74.05289787947294,85.93995461473182,3921.922756307193,15.589766929430676,1.267631899946598
3.780769518855587,13.251296844389032,75.11764257283407,74.84753813887698,84.97486231456367,3938.688194715912,18.671246232054663,1.2787472121211447
3.420386219272804,15.623665581001656,76.12795211181408,76.14084016617227,86.81098334397495,4394.615732331178,6.666356303304839,1.0633406487976749
4.531372848281431,23.8826143070427,74.79001207816016,75.20211523008378,87.05796810427263,4716.835979864762,16.492629359782264,1.3564363722005186
3.6131378676234784,22.885146740305014,74.44971671902574,74.40813745404333,83.5747362829816,2611.6500721930597,12.82306257720313,1.129962528393959
3.5696836291234386,13.45803670735807,77.30331277943492,76.87039839844175,84.62209539834497,4797.448313750996,14.332125511301,1.3820615953520876
4.586782306027498,24.64611661187159,76.30636720352761,76.32359996660473,90.06717918393497,3941.902118589811,8.635350763971159,1.185258461001758
4.7775076354273445,27.2460524900192,76.14453993709404,76.302542017809,89.59794918516769,2783.495818362272,17.791929262723873,1.2971454841082908
4.543621448782187,23.440972867386016,72.43222155011112,72.16054357619187,86.05705401007086,4005.385765316136,9.732200873787647,1.1083312575457651
3.406378338030223,15.123051947323807,74.32415093824777,74.62379435596434,82.92513418159031,2904.040151825744,10.660865757771663,1.2244409268008911
3.4821726689984103,14.660195978146575,76.93495425903633,76.86760160445317,87.7407835099272,3353.870292307941,4.375613645253873,0.9009114994053256
3.6246225182933047,15.580632748831675,77.37078581889278,77.28515771689293,85.80692582465878,3642.0408155157993,17.9072308570517,1.4104127322841211
4.486113938615144,28.550473879076343,77.65779297411028,77.6499025459522,85.86065460511658,3476.601637010848,1.1505356742930828,0.5371383304144395
4.342618610768919,25.925775517562798,72.78843223083278,72.5270029123422,84.14053692370493,4434.091612514402,4.556205813522629,0.8628202591707814
4.364525351663161,25.54876142456589,72.43424005810503,72.06199318244555,79.76398390123362,3816.289041304076,16.662906077248508,1.1230572552825129
3.726994407299756,19.163254360656808,72.6951122298082,72.70130666643239,84.95784902747616,2552.113099519252,5.941773063744815,0.9005010664693359
