subproduct_type,season,generated_volume_tons,moisture_pct,process_temperature_c,reuse_strategy,co2_emissions_kg,co2_per_ton
Husk,Dry,0.1,33.387322803166015,706.0090130208868,Biomass combustion,371.1361337086718,3711.361337086718
Silo dust,Rainy,9.844290391829404,29.092853871736512,382.855126274613,Biochar,2261.362224628683,229.71307576476778
Silo dust,Dry,11.22541726687665,13.641622779838116,425.00435447902714,Biochar,2862.510731559981,255.00261268741625
Silo dust,Rainy,47.92128027632184,17.03226290143703,58.68297703106852,Animal feed,2530.947050779312,52.81467932796167
Bran,Rainy,28.406444296702475,21.475667665288043,777.9899109362755,Biomass combustion,11199.007954456922,394.2418078617796
Bran,Dry,32.25122478725301,28.26254935176354,71.98058833177024,Animal feed,2089.315921145979,64.78252949859322
Straw,Rainy,0.8841814837973523,24.698081239523738,68.3299067076347,Animal feed,54.374434470442,61.496916036871234
Husk,Rainy,7.569943425093175,19.344009051669694,42.51701639218366,Animal feed,289.66626782333054,38.265314752965295
Silo dust,Rainy,21.053024277956265,22.923146654415547,73.1553442338892,Animal feed,1386.1271143964855,65.83980981050028
Straw,Dry,35.446940393013584,11.997211404598431,812.006947074912,Biomass combustion,14424.69038635215,406.937530472875
Straw,Dry,29.667694339781853,11.15935360630886,917.1944328693,Biomass combustion,13630.079064556841,459.4249525579096
Straw,Rainy,14.160245630164265,26.782683577751797,525.4449793101941,Biochar,4464.257983301357,315.26698758611644
Husk,Dry,42.884361375195176,4.361839264356933,1034.9660831045053,Biomass combustion,22160.149176718664,516.7419652781948
Silo dust,Rainy,28.522976646821153,10.673014427001513,991.6144349880376,Biomass combustion,14161.634265160623,496.49917119498525
Silo dust,Rainy,29.139049436715013,24.908465853007865,467.675619876099,Biochar,8176.573804749592,280.60537192565937
Silo dust,Rainy,5.336011442093824,13.606725597768289,66.30157673027301,Composting,168.19444603510848,31.520630692109204
Bran,Rainy,32.79602626123826,20.76707156249683,57.710118539920686,Composting,921.0451565759561,28.084047415968275
Husk,Rainy,14.031646238575194,22.891485606187842,479.31247412785035,Biochar,4035.3258448189326,287.5874844767102
Bran,Dry,25.60827047315032,5.2949540675254765,53.5915874649589,Composting,676.9964991210156,26.436634985983563
Husk,Rainy,20.591240957603127,9.995975619334724,525.8944462090523,Biochar,1082.8819260155851,52.589444620905226
Husk,Rainy,12.014326557219787,16.31822609771934,60.921734937624095,Composting,352.8450799752996,29.368693975049634
Bran,Rainy,58.29760667134878,19.415779611485302,78.99749952846955,Animal feed,4144.828639977701,71.0977495756226
Husk,Rainy,9.563984615674372,24.771321334236564,70.33603509264232,Animal feed,605.4234817982075,63.30243158337809
Silo dust,Dry,42.269593021532884,29.95816221743626,70.73860423547036,Animal feed,2691.0828107501534,63.66474381192333
Straw,Dry,0.1,19.388938178794138,999.6954139793773,Biomass combustion,170.73489736524837,1707.3489736524837
Bran,Dry,15.461952987017897,33.83027713499721,512.3692051804474,Biochar,4753.337137497482,307.4215231082684
Silo dust,Rainy,17.58818717885146,31.076478779681835,58.34587797934923,Composting,498.42022510034604,28.338351191739694
Husk,Rainy,13.232596487814511,13.113128137582825,48.27959823753,Composting,321.70875926748664,24.311839295012003
Husk,Rainy,12.569484497074669,24.844512106560018,56.3959239666986,Composting,346.3944992844213,27.55836958667944
Bran,Rainy,9.690908420111702,23.6873131641821,55.28174649319051,Composting,262.7466791282947,27.112698597276207
Straw,Rainy,21.769967887748635,18.826891339364828,432.14121093360274,Biochar,5644.620170998404,259.28472656016163
Bran,Rainy,29.692577177134993,20.915407407177806,505.6521346387635,Biochar,9008.469019526723,303.3912807832581
Straw,Dry,57.308257691658156,23.46634648466084,433.1560345290307,Biochar,14894.05058849188,259.8936207174184
Husk,Rainy,16.659771578069783,24.08488820243698,493.82287720687975,Biochar,4936.185800575092,296.2937263241279
Husk,Rainy,55.229254326914244,26.174308573941428,554.1618521135385,Biochar,18363.567521191475,332.4971112681231
Husk,Rainy,28.87540484986082,21.58913793224632,60.18226370027185,Composting,839.4919158998772,29.07290548010874
