timestamp,asset_id,asset_family,sequence_id,cycle_id,cycle_index,phase,cip_subphase,shift_id,episode_id,episode_progress,stage_progress,batch_id,batch_elapsed_min,milk_type,batch_thermal_history_factor,protein_g_L_nominal,fat_g_L_nominal,solids_g_L_nominal,Ca_mM_nominal,PO4_mM_nominal,pH_nominal,ambient_T_C,ambient_RH_pct,flow_kg_s,pressure_in_kPa,pressure_out_kPa,dP_kPa,Th_in_C,Tc_in_C,Th_out_C,Tc_out_C,Twall_C,vibration_mm_s,flow_sp_kg_s,Th_sp_C,Tc_sp_C,m_org_kg_m2,m_min_kg_m2,m_total_kg_m2,Rf_m2K_W,UA_W_K,Q_W,rf_stage_thr_incipient,rf_stage_thr_advanced,fouling_stage,fouling_stage_name,fouling_onset_event,fouling_alarm,fouling_warning_alarm,fouling_critical_alarm,foul_score,clog_event,clog_onset_event,clog_alarm,maintenance_active,maintenance_planned,maintenance_type,fault_type,downtime_unplanned,planned_event_type,ttm_to_planned_cip_min,ttm_to_unplanned_event_min,time_to_fouling_onset_min,time_to_clog_onset_min,fouling_onset_within_30min,clog_onset_within_15min,unplanned_event_within_60min,time_since_last_cip_min,time_since_last_maintenance_min,last_maintenance_type,next_unplanned_fault_type,hot_drop_C,cold_lift_C,thermal_eff_proxy,heat_proxy,severity_primary,fouling_stage_physical,dt_min,row_in_sequence,sequence_rows,sequence_progress,sequence_start,sequence_end,is_production,is_non_production,is_event_horizon_row,is_informative_row,is_low_information_production
2026-01-01 03:01:00+00:00,asset_08,standard_phe,asset_08_C00001,asset_08_C00001,1,production,none,3,asset_08_C00001,0.000793,0.001099,asset_08_B00001,0.0,whole,1.168631,33.317439,35.631889,130.812651,12.833114,12.163216,6.467681,22.365014,63.018627,5.6846,217.057043,145.600541,71.456501,85.269998,52.15419,82.156496,55.811308,80.569525,1.73672,5.851078,85.389457,51.452308,0.0123245425,0.0150242314,0.027348774,5.58936e-05,2509.937553,75058.191052,0.0005525,0.001105,0,stable,0,0,0,0,0.025291,0,0,0,0,0,none,none,0,none,1228.0,1204.0,1009.0,1176.0,0,0,0,,,none,clogging,3.113501999999997,3.657117999999997,0.11043420713153056,17.699013469199983,5.58936e-05,0,1.0,0,1261,0.0,2026-01-01 03:01:00+00:00,2026-01-02 00:01:00+00:00,1,0,0,0,1
2026-01-01 03:02:00+00:00,asset_08,standard_phe,asset_08_C00001,asset_08_C00001,1,production,none,3,asset_08_C00001,0.001586,0.002198,asset_08_B00001,1.0,whole,1.168631,33.317439,35.631889,130.812651,12.833114,12.163216,6.467681,21.659231,66.64391,5.864544,218.494816,144.119979,74.374837,85.290768,52.020353,81.717674,55.468751,80.968052,2.014195,5.851078,85.389457,51.452308,0.0123248473,0.0150246845,0.0273495318,5.58951e-05,2509.93575,74379.410464,0.0005525,0.001105,0,stable,0,0,0,0,0.025292,0,0,0,0,0,none,none,0,none,1227.0,1203.0,1008.0,1175.0,0,0,0,,,none,clogging,3.5730939999999975,3.4483979999999974,0.10364757998960931,20.954566979135986,5.58951e-05,0,1.0,1,1261,0.0007936507936507937,2026-01-01 03:01:00+00:00,2026-01-02 00:01:00+00:00,1,0,0,0,1
2026-01-01 03:03:00+00:00,asset_08,standard_phe,asset_08_C00001,asset_08_C00001,1,production,none,3,asset_08_C00001,0.002379,0.003297,asset_08_B00001,2.0,whole,1.168631,33.317439,35.631889,130.812651,12.833114,12.163216,6.467681,22.458775,64.065816,5.848022,219.236731,145.215101,74.021629,85.496767,52.074969,82.105854,55.694778,81.347911,1.807895,5.851078,85.389457,51.452308,0.0123253548,0.0150254388,0.0273507936,5.58974e-05,2509.932749,75164.663757,0.0005525,0.001105,0,stable,0,0,0,0,0.025293,0,0,0,0,0,none,none,0,none,1226.0,1202.0,1007.0,1174.0,0,0,0,,,none,clogging,3.390913000000012,3.6198089999999965,0.1083068301711355,19.83013382408607,5.58974e-05,0,1.0,2,1261,0.0015873015873015873,2026-01-01 03:01:00+00:00,2026-01-02 00:01:00+00:00,1,0,0,0,1
2026-01-01 03:04:00+00:00,asset_08,standard_phe,asset_08_C00001,asset_08_C00001,1,production,none,3,asset_08_C00001,0.003172,0.004396,asset_08_B00001,3.0,whole,1.168631,33.317439,35.631889,130.812651,12.833114,12.163216,6.467681,22.061865,67.669374,5.913208,219.252283,144.591206,74.661076,85.704232,51.970578,82.140251,55.677009,81.691579,1.892237,5.851078,85.389457,51.452308,0.0123260645,0.0150264937,0.0273525582,5.59008e-05,2509.928551,75519.193661,0.0005525,0.001105,0,stable,0,0,0,0,0.025294,0,0,0,0,0,none,none,0,none,1225.0,1201.0,1006.0,1173.0,0,0,0,,,none,clogging,3.5639809999999983,3.706430999999995,0.1098733923102429,21.07456096104799,5.59008e-05,0,1.0,3,1261,0.002380952380952381,2026-01-01 03:01:00+00:00,2026-01-02 00:01:00+00:00,1,0,0,0,1
2026-01-01 03:05:00+00:00,asset_08,standard_phe,asset_08_C00001,asset_08_C00001,1,production,none,3,asset_08_C00001,0.003965,0.005495,asset_08_B00001,4.0,whole,1.168631,33.317439,35.631889,130.812651,12.833114,12.163216,6.467681,22.607801,68.27833,5.888773,220.916317,144.443294,76.473022,85.265975,52.479201,81.984972,55.371038,81.954579,1.806454,5.851078,85.389457,51.452308,0.012326976,0.0150278485,0.0273548245,5.59051e-05,2509.92316,74462.371427,0.0005525,0.001105,0,stable,0,0,0,0,0.025296,0,0,0,0,0,none,none,0,none,1224.0,1200.0,1005.0,1172.0,0,0,0,,,none,clogging,3.2810029999999983,2.8918369999999953,0.08820132776710499,19.32108187931899,5.59051e-05,0,1.0,4,1261,0.0031746031746031746,2026-01-01 03:01:00+00:00,2026-01-02 00:01:00+00:00,1,0,0,0,1
2026-01-01 03:06:00+00:00,asset_08,standard_phe,asset_08_C00001,asset_08_C00001,1,production,none,3,asset_08_C00001,0.004758,0.006593,asset_08_B00001,5.0,whole,1.168631,33.317439,35.631889,130.812651,12.833114,12.163216,6.467681,22.27615,65.336401,5.807317,218.77126,145.352503,73.418757,85.552977,52.129408,82.20601,55.72321,82.206459,1.726925,5.851078,85.389457,51.452308,0.0123280888,0.0150295025,0.0273575913,5.59103e-05,2509.916579,75124.825568,0.0005525,0.001105,0,stable,0,0,0,0,0.025299,0,0,0,0,0,none,none,0,none,1223.0,1199.0,1004.0,1171.0,0,0,0,,,none,clogging,3.3469669999999923,3.5938020000000037,0.10752298774556372,19.436898357538954,5.59103e-05,0,1.0,5,1261,0.003968253968253968,2026-01-01 03:01:00+00:00,2026-01-02 00:01:00+00:00,1,0,0,0,1
2026-01-01 03:07:00+00:00,asset_08,standard_phe,asset_08_C00001,asset_08_C00001,1,production,none,3,asset_08_C00001,0.005551,0.007692,asset_08_B00001,6.0,whole,1.168631,33.317439,35.631889,130.812651,12.833114,12.163216,6.467681,22.482652,61.384552,5.79231,218.799848,146.527284,72.272563,85.64287,52.070794,81.944805,56.047849,82.41884,1.739793,5.851078,85.389457,51.452308,0.0123294024,0.0150314551,0.0273608575,5.59164e-05,2509.908809,74504.810589,0.0005525,0.001105,0,stable,0,0,0,0,0.025302,0,0,0,0,0,none,none,0,none,1222.0,1198.0,1003.0,1170.0,0,0,0,,,none,clogging,3.6980649999999997,3.977055,0.11846318351000992,21.42033888015,5.59164e-05,0,1.0,6,1261,0.004761904761904762,2026-01-01 03:01:00+00:00,2026-01-02 00:01:00+00:00,1,0,0,0,1
2026-01-01 03:08:00+00:00,asset_08,standard_phe,asset_08_C00001,asset_08_C00001,1,production,none,3,asset_08_C00001,0.006344,0.008791,asset_08_B00001,7.0,whole,1.168631,33.317439,35.631889,130.812651,12.833114,12.163216,6.467681,22.53468,64.167812,5.921261,220.15805,144.353196,75.804854,85.40473,52.065076,82.012115,55.429722,82.614912,1.704552,5.851078,85.389457,51.452308,0.0123309165,0.0150337057,0.0273646221,5.59236e-05,2509.899854,74980.244167,0.0005525,0.001105,0,stable,0,0,0,0,0.025305,0,0,0,0,0,none,none,0,none,1221.0,1197.0,1002.0,1169.0,0,0,0,,,none,clogging,3.3926150000000064,3.3646460000000005,0.10092024350342689,20.08855888751504,5.59236e-05,0,1.0,7,1261,0.005555555555555556,2026-01-01 03:01:00+00:00,2026-01-02 00:01:00+00:00,1,0,0,0,1
2026-01-01 03:09:00+00:00,asset_08,standard_phe,asset_08_C00001,asset_08_C00001,1,production,none,3,asset_08_C00001,0.007137,0.00989,asset_08_B00001,8.0,whole,1.168631,33.317439,35.631889,130.812651,12.833114,12.163216,6.467681,21.813793,69.43649,5.884816,219.029796,145.164901,73.864895,85.612712,52.317005,82.427304,55.986991,82.809069,1.970605,5.851078,85.389457,51.452308,0.0123326305,0.0150362534,0.027368884,5.59316e-05,2509.889717,75006.132229,0.0005525,0.001105,0,stable,0,0,0,0,0.025308,0,0,0,0,0,none,none,0,none,1220.0,1196.0,1001.0,1168.0,0,0,0,,,none,clogging,3.1854079999999954,3.6699860000000015,0.11022399974867636,18.74553996492797,5.59316e-05,0,1.0,8,1261,0.006349206349206349,2026-01-01 03:01:00+00:00,2026-01-02 00:01:00+00:00,1,0,0,0,1
2026-01-01 03:10:00+00:00,asset_08,standard_phe,asset_08_C00001,asset_08_C00001,1,production,none,3,asset_08_C00001,0.00793,0.010989,asset_08_B00001,9.0,whole,1.168631,33.317439,35.631889,130.812651,12.833114,12.163216,6.467681,21.695816,67.139794,5.847155,219.394296,145.349652,74.044643,85.66571,52.352538,82.100536,55.721423,82.9564,1.95551,5.851078,85.389457,51.452308,0.0123345441,0.0150390978,0.0273736419,5.59406e-05,2509.878399,75134.064345,0.0005525,0.001105,0,stable,0,0,0,0,0.025312,0,0,0,0,0,none,none,0,none,1219.0,1195.0,1000.0,1167.0,0,0,0,,,none,clogging,3.565173999999999,3.368884999999999,0.1011277160877985,20.846124979969993,5.59406e-05,0,1.0,9,1261,0.007142857142857143,2026-01-01 03:01:00+00:00,2026-01-02 00:01:00+00:00,1,0,0,0,1
