timestamp,asset_id,asset_family,sequence_id,cycle_id,cycle_index,phase,cip_subphase,shift_id,episode_id,episode_progress,stage_progress,batch_id,batch_elapsed_min,milk_type,batch_thermal_history_factor,protein_g_L_nominal,fat_g_L_nominal,solids_g_L_nominal,Ca_mM_nominal,PO4_mM_nominal,pH_nominal,ambient_T_C,ambient_RH_pct,flow_kg_s,pressure_in_kPa,pressure_out_kPa,dP_kPa,Th_in_C,Tc_in_C,Th_out_C,Tc_out_C,Twall_C,vibration_mm_s,flow_sp_kg_s,Th_sp_C,Tc_sp_C,m_org_kg_m2,m_min_kg_m2,m_total_kg_m2,Rf_m2K_W,UA_W_K,Q_W,rf_stage_thr_incipient,rf_stage_thr_advanced,fouling_stage,fouling_stage_name,fouling_onset_event,fouling_alarm,fouling_warning_alarm,fouling_critical_alarm,foul_score,clog_event,clog_onset_event,clog_alarm,maintenance_active,maintenance_planned,maintenance_type,fault_type,downtime_unplanned,planned_event_type,ttm_to_planned_cip_min,ttm_to_unplanned_event_min,time_to_fouling_onset_min,time_to_clog_onset_min,fouling_onset_within_30min,clog_onset_within_15min,unplanned_event_within_60min,time_since_last_cip_min,time_since_last_maintenance_min,last_maintenance_type,next_unplanned_fault_type,hot_drop_C,cold_lift_C,thermal_eff_proxy,heat_proxy,severity_primary,fouling_stage_physical,dt_min,row_in_sequence,sequence_rows,sequence_progress,sequence_start,sequence_end,is_production,is_non_production,is_event_horizon_row,is_informative_row,is_low_information_production
2026-01-08 03:06:00+00:00,asset_02,compact_phe,asset_02_C00006,asset_02_C00006,6,production,none,3,asset_02_C00006,0.001075,0.001541,asset_02_B00006,0.0,whole,1.088476,31.745664,39.035641,119.540009,19.720222,10.347854,6.517761,22.569662,63.949797,4.256827,260.808168,144.958161,115.850007,79.272792,53.324196,77.149072,56.756183,50.891633,2.008831,4.287624,79.877206,52.437366,0.0350362614,0.0774063697,0.1124426311,0.0001795467,2054.497708,48835.491887,0.0005525,0.001105,0,stable,0,0,0,0,0.081243,0,0,0,0,0,none,none,0,none,885.0,847.0,679.0,826.0,0,0,0,587.0,587.0,scheduled_CIP,clogging,2.1237199999999916,3.4319869999999995,0.13226099015145173,9.040308636439965,0.0001795467,0,1.0,0,930,0.0,2026-01-08 03:06:00+00:00,2026-01-08 18:35:00+00:00,1,0,0,0,1
2026-01-08 03:07:00+00:00,asset_02,compact_phe,asset_02_C00006,asset_02_C00006,6,production,none,3,asset_02_C00006,0.002151,0.003082,asset_02_B00006,1.0,whole,1.088476,31.745664,39.035641,119.540009,19.720222,10.347854,6.517761,21.917919,66.006124,4.181771,257.666704,144.541058,113.125646,79.778479,53.025634,76.979057,56.116598,54.258635,1.908067,4.287624,79.877206,52.437366,0.0350370543,0.0774068828,0.1124439372,0.00017955,2054.4949,49502.486135,0.0005525,0.001105,0,stable,0,0,0,0,0.081244,0,0,0,0,0,none,none,0,none,884.0,846.0,678.0,825.0,0,0,0,588.0,588.0,scheduled_CIP,clogging,2.799422000000007,3.0909640000000067,0.11553776803924988,11.70654173636203,0.00017955,0,1.0,1,930,0.001076426264800861,2026-01-08 03:06:00+00:00,2026-01-08 18:35:00+00:00,1,0,0,0,1
2026-01-08 03:08:00+00:00,asset_02,compact_phe,asset_02_C00006,asset_02_C00006,6,production,none,3,asset_02_C00006,0.003226,0.004622,asset_02_B00006,2.0,whole,1.088476,31.745664,39.035641,119.540009,19.720222,10.347854,6.517761,22.381257,64.983824,4.244153,258.989782,143.938195,115.051586,80.008583,52.875706,76.994132,56.096349,57.217416,1.891169,4.287624,79.877206,52.437366,0.0350383739,0.0774077368,0.1124461107,0.0001795556,2054.490227,49617.195009,0.0005525,0.001105,0,stable,0,0,0,0,0.081247,0,0,0,0,0,none,none,0,none,883.0,845.0,677.0,824.0,0,0,0,589.0,589.0,scheduled_CIP,clogging,3.014451000000008,3.2206429999999955,0.11869891276181274,12.793791255003034,0.0001795556,0,1.0,2,930,0.002152852529601722,2026-01-08 03:06:00+00:00,2026-01-08 18:35:00+00:00,1,0,0,0,1
2026-01-08 03:09:00+00:00,asset_02,compact_phe,asset_02_C00006,asset_02_C00006,6,production,none,3,asset_02_C00006,0.004301,0.006163,asset_02_B00006,3.0,whole,1.088476,31.745664,39.035641,119.540009,19.720222,10.347854,6.517761,22.67776,66.463568,4.271111,259.013632,145.15257,113.861062,79.623244,53.216447,77.499357,56.098651,59.799439,1.859231,4.287624,79.877206,52.437366,0.0350402185,0.0774089306,0.1124491491,0.0001795633,2054.483696,49163.768174,0.0005525,0.001105,0,stable,0,0,0,0,0.08125,0,0,0,0,0,none,none,0,none,882.0,844.0,676.0,823.0,0,0,0,590.0,590.0,scheduled_CIP,clogging,2.1238869999999963,2.8822039999999944,0.10914629290330041,9.071357128456984,0.0001795633,0,1.0,3,930,0.0032292787944025836,2026-01-08 03:06:00+00:00,2026-01-08 18:35:00+00:00,1,0,0,0,1
2026-01-08 03:10:00+00:00,asset_02,compact_phe,asset_02_C00006,asset_02_C00006,6,production,none,3,asset_02_C00006,0.005376,0.007704,asset_02_B00006,4.0,whole,1.088476,31.745664,39.035641,119.540009,19.720222,10.347854,6.517761,21.301983,65.60562,4.432262,260.597915,144.479714,116.118201,79.812429,52.879835,77.189989,55.483278,62.086699,1.733694,4.287624,79.877206,52.437366,0.0350425864,0.0774104631,0.1124530495,0.0001795732,2054.47531,49663.509412,0.0005525,0.001105,0,stable,0,0,0,0,0.081255,0,0,0,0,0,none,none,0,none,881.0,843.0,675.0,822.0,0,0,0,591.0,591.0,scheduled_CIP,clogging,2.6224399999999974,2.6034429999999986,0.09666514112974038,11.623341159279988,0.0001795732,0,1.0,4,930,0.004305705059203444,2026-01-08 03:06:00+00:00,2026-01-08 18:35:00+00:00,1,0,0,0,1
2026-01-08 03:11:00+00:00,asset_02,compact_phe,asset_02_C00006,asset_02_C00006,6,production,none,3,asset_02_C00006,0.006452,0.009245,asset_02_B00006,5.0,whole,1.088476,31.745664,39.035641,119.540009,19.720222,10.347854,6.517761,22.323736,63.401744,4.164466,257.885679,145.020902,112.864777,79.843552,53.096381,77.376372,56.302239,64.107536,1.939115,4.287624,79.877206,52.437366,0.035045476,0.0774123333,0.1124578093,0.0001795853,2054.465078,49197.751785,0.0005525,0.001105,0,stable,0,0,0,0,0.08126,0,0,0,0,0,none,none,0,none,880.0,842.0,674.0,821.0,0,0,0,592.0,592.0,scheduled_CIP,clogging,2.467179999999999,3.205857999999999,0.11985783468464754,10.274487225879996,0.0001795853,0,1.0,5,930,0.005382131324004306,2026-01-08 03:06:00+00:00,2026-01-08 18:35:00+00:00,1,0,0,0,1
2026-01-08 03:12:00+00:00,asset_02,compact_phe,asset_02_C00006,asset_02_C00006,6,production,none,3,asset_02_C00006,0.007527,0.010786,asset_02_B00006,6.0,whole,1.088476,31.745664,39.035641,119.540009,19.720222,10.347854,6.517761,22.589463,66.809373,4.161599,258.278192,145.364817,112.913375,79.710373,53.677896,77.259725,56.475704,65.883024,1.650059,4.287624,79.877206,52.437366,0.0350488858,0.07741454,0.1124634258,0.0001795996,2054.453004,49066.907648,0.0005525,0.001105,0,stable,0,0,0,0,0.081267,0,0,0,0,0,none,none,0,none,879.0,841.0,673.0,820.0,0,0,0,593.0,593.0,scheduled_CIP,clogging,2.450648000000001,2.7978080000000034,0.10747375288183306,10.198614266152005,0.0001795996,0,1.0,6,930,0.006458557588805167,2026-01-08 03:06:00+00:00,2026-01-08 18:35:00+00:00,1,0,0,0,1
2026-01-08 03:13:00+00:00,asset_02,compact_phe,asset_02_C00006,asset_02_C00006,6,production,none,3,asset_02_C00006,0.008602,0.012327,asset_02_B00006,7.0,whole,1.088476,31.745664,39.035641,119.540009,19.720222,10.347854,6.517761,22.209347,64.732322,4.258652,259.429691,143.577618,115.852073,79.71581,52.981126,77.064228,56.191459,67.449064,1.812014,4.287624,79.877206,52.437366,0.035052814,0.0774170823,0.1124698963,0.0001796161,2054.439094,49416.325282,0.0005525,0.001105,0,stable,0,0,0,0,0.081274,0,0,0,0,0,none,none,0,none,878.0,840.0,672.0,819.0,0,0,0,594.0,594.0,scheduled_CIP,clogging,2.6515820000000048,3.2103329999999985,0.12008120238114647,11.29216498746402,0.0001796161,0,1.0,7,930,0.007534983853606028,2026-01-08 03:06:00+00:00,2026-01-08 18:35:00+00:00,1,0,0,0,1
2026-01-08 03:14:00+00:00,asset_02,compact_phe,asset_02_C00006,asset_02_C00006,6,production,none,3,asset_02_C00006,0.009677,0.013867,asset_02_B00006,8.0,whole,1.088476,31.745664,39.035641,119.540009,19.720222,10.347854,6.517761,22.285564,65.761183,4.227085,259.827579,144.889034,114.938545,79.950056,53.026529,77.125612,56.125351,68.810141,1.765813,4.287624,79.877206,52.437366,0.035057259,0.0774199591,0.1124772181,0.0001796348,2054.423354,49149.014952,0.0005525,0.001105,0,stable,0,0,0,0,0.081283,0,0,0,0,0,none,none,0,none,877.0,839.0,671.0,818.0,0,0,0,595.0,595.0,scheduled_CIP,clogging,2.8244439999999997,3.0988220000000055,0.11509717876116322,11.939164865739999,0.0001796348,0,1.0,8,930,0.008611410118406888,2026-01-08 03:06:00+00:00,2026-01-08 18:35:00+00:00,1,0,0,0,1
2026-01-08 03:15:00+00:00,asset_02,compact_phe,asset_02_C00006,asset_02_C00006,6,production,none,3,asset_02_C00006,0.010753,0.015408,asset_02_B00006,9.0,whole,1.088476,31.745664,39.035641,119.540009,19.720222,10.347854,6.517761,22.024119,64.476292,4.262694,258.621396,145.303983,113.317413,79.869859,53.343546,77.183661,56.269909,70.02069,1.911664,4.287624,79.877206,52.437366,0.0350622192,0.0774231693,0.1124853885,0.0001796556,2054.405791,49052.089528,0.0005525,0.001105,0,stable,0,0,0,0,0.081292,0,0,0,0,0,none,none,0,none,876.0,838.0,670.0,817.0,0,0,0,596.0,596.0,scheduled_CIP,clogging,2.6861980000000045,2.926362999999995,0.1103192516803973,11.450440097412018,0.0001796556,0,1.0,9,930,0.00968783638320775,2026-01-08 03:06:00+00:00,2026-01-08 18:35:00+00:00,1,0,0,0,1
