temp_entrada_leche,temp_ambiente,temp_setpoint_leche,temp_proceso_leche,temp_agua_servicio,flujo_leche_lh,horas_desde_limpieza,presion_diferencial_bar,consumo_agua_l,valor_pu_microbiologico,indice_seguridad
3.735750404158933,19.49080237694725,74.15182120724745,73.86148448956814,81.78618821470845,3079.752804422287,19.175692094500622,1.2676037205252135,21003.925772864837,34.50110300209871,1
3.594592559422141,31.01428612819832,77.79136595703415,77.54904596209944,90.83845162686033,2616.7445447127825,15.46522304159977,1.3461612511787102,19930.752324806705,136.57839591426935,1
4.167105643801617,26.6398788362281,76.18775826652754,76.1293399435963,84.43897233399436,4862.971449398861,18.1197581251783,1.4317255239994253,34186.44316210912,46.07087597260324,1
4.564047977003999,23.973169683940732,75.1851379043984,75.45418258779964,88.00506671737658,3284.338147111635,4.690617439705484,0.9209105675015578,19936.000846742903,54.62975769116791,1
3.9710706016223885,15.12037280884873,77.81323883209564,78.0783398848653,86.36583819614852,3606.4725583111467,3.9516188870095403,0.9384748535933627,23199.993673575667,117.94352967842073,1
3.927269019460433,15.119890406724053,77.41883844284509,77.00669654294187,90.52239709752934,2786.5998589642672,0.1297616756105291,0.36790846653204407,14358.367978265105,107.29765632967593,1
3.5460862914184075,13.16167224336399,75.07200513968496,74.89869680550572,88.21432010820175,4592.31082477323,14.136887148581966,1.279371907836196,31116.837737881928,32.545485309413685,1
3.9545638512870207,29.323522915498703,77.43407781226189,77.25403755736893,83.60014294639923,2569.0795821398265,18.74934375627489,1.3465153914410384,19212.62582006858,126.24718981178422,1
4.407232740392995,24.022300234864176,74.42582794837594,73.79293216625062,85.95624406118989,4584.976905247741,3.7387069008335283,0.8372648756165173,25723.573453744113,22.657839578061818,1
3.974359853782196,26.16145155592091,73.38252399213975,73.52405422887723,80.87974831075249,2850.712531969917,12.738871508537578,1.1164543127642215,18697.99674427052,33.357315390793175,1
4.494223187647985,12.411689885916049,73.3960690609325,73.33452910485288,81.05670211210393,4716.410281577881,14.929195184435551,1.2295946255059418,29990.71589651932,18.943399617958143,1
