SUPERFICIES Y PRODUCCIONES DE CULTIVOS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
"7.1.2.4. CEREALES GRANO-TRIGO: Análisis provincial de superficie y producción según dureza del grano, 2019",,,,
,,,,
Provincias,Trigo duro,,Trigo blando y semiduro,
y,Superficie,Producción,Superficie,Producción
Comunidades Autónomas,(hectáreas),(toneladas),(hectáreas),(toneladas)
A Coruña,– ,– ,1783,5171
Lugo,9,24,2915,7579
Ourense,– ,– ,7687,21370
Pontevedra,– ,– ,166,365
 GALICIA,9,24,12551,34485
,,,,
 P. DE ASTURIAS,– ,– ,65,130
,,,,
 CANTABRIA,– ,– ,644,1361
,,,,
Alava,– ,– ,24019,162128
Guipúzcoa,– ,– ,3,17
Vizcaya,– ,– ,– ,– 
 PAÍS VASCO,– ,– ,24022,162145
,,,,
 NAVARRA,387,1121,79195,427873
,,,,
 LA RIOJA,47,241,29625,147541
,,,,
Huesca,2781,6566,66780,252064
Teruel,1493,1868,30892,59951
Zaragoza,73517,130332,52791,171424
 ARAGÓN,77791,138766,150463,483439
,,,,
Barcelona,53,226,18154,75366
Girona,– ,– ,10738,44364
Lleida,127,343,44839,135136
Tarragona,42,10,5582,15673
 CATALUÑA,222,579,79313,270539
,,,,
 BALEARES,– ,– ,5838,8804
,,,,
Avila,– ,– ,33257,51848
Burgos,649,2192,210459,795893
León,260,1278,51362,182497
Palencia,339,1253,114079,364184
Salamanca,93,242,57751,108470
Segovia,67,191,71610,156539
Soria,101,359,98608,305037
Valladolid,1243,4356,99141,206203
Zamora,238,720,62609,158393
 CASTILLA Y LEÓN,2990,10591,798876,2329064
,,,,
 MADRID,188,399,15826,31973
,,,,
Albacete,274,1944,65547,238273
Ciudad Real,329,591,41550,78969
Cuenca,315,706,32941,80722
Guadalajara,193,193,58566,168072
Toledo,2086,3332,47361,77786
 CASTILLA–LA MANCHA,3197,6766,245965,643822
,,,,
Alicante,25,39,1330,2791
Castellón,52,82,724,1200
Valencia,94,143,2438,3630
 C. VALENCIANA,171,264,4492,7621
,,,,
 R. DE MURCIA,240,309,9137,12901
,,,,
Badajoz,5563,12143,61812,127090
Cáceres,151,276,4232,7178
 EXTREMADURA,5714,12419,66044,134268
,,,,
Almería,148,118,3446,4780
Cádiz,43505,136146,13825,46200
Córdoba,36245,95595,23345,59702
Granada,1696,3975,11917,21168
Huelva,9706,20052,4820,11020
Jaén,4525,13652,2228,6327
Málaga,11443,31081,6128,15803
Sevilla,68420,231988,63730,233343
 ANDALUCÍA,175688,532607,129439,398343
,,,,
Las Palmas,– ,– ,112,149
S.C. de Tenerife,– ,– ,155,151
 CANARIAS,– ,– ,267,300
,,,,
ESPAÑA,266644,704086,1651762,5094609
