timestamp,asset_id,asset_family,sequence_id,cycle_id,cycle_index,phase,cip_subphase,shift_id,episode_id,episode_progress,stage_progress,batch_id,batch_elapsed_min,milk_type,batch_thermal_history_factor,protein_g_L_nominal,fat_g_L_nominal,solids_g_L_nominal,Ca_mM_nominal,PO4_mM_nominal,pH_nominal,ambient_T_C,ambient_RH_pct,flow_kg_s,pressure_in_kPa,pressure_out_kPa,dP_kPa,Th_in_C,Tc_in_C,Th_out_C,Tc_out_C,Twall_C,vibration_mm_s,flow_sp_kg_s,Th_sp_C,Tc_sp_C,m_org_kg_m2,m_min_kg_m2,m_total_kg_m2,Rf_m2K_W,UA_W_K,Q_W,rf_stage_thr_incipient,rf_stage_thr_advanced,fouling_stage,fouling_stage_name,fouling_onset_event,fouling_alarm,fouling_warning_alarm,fouling_critical_alarm,foul_score,clog_event,clog_onset_event,clog_alarm,maintenance_active,maintenance_planned,maintenance_type,fault_type,downtime_unplanned,planned_event_type,ttm_to_planned_cip_min,ttm_to_unplanned_event_min,time_to_fouling_onset_min,time_to_clog_onset_min,fouling_onset_within_30min,clog_onset_within_15min,unplanned_event_within_60min,time_since_last_cip_min,time_since_last_maintenance_min,last_maintenance_type,next_unplanned_fault_type,hot_drop_C,cold_lift_C,thermal_eff_proxy,heat_proxy,severity_primary,fouling_stage_physical,dt_min,row_in_sequence,sequence_rows,sequence_progress,sequence_start,sequence_end,is_production,is_non_production,is_event_horizon_row,is_informative_row,is_low_information_production
2026-01-01 05:57:00+00:00,asset_00,robust_phe,asset_00_C00001,asset_00_C00001,1,production,none,3,asset_00_C00001,0.000637,0.001,asset_00_B00001,0.0,semi_skim,1.114389,35.973002,19.511943,120.554481,21.889601,7.507161,6.498064,23.309279,57.206805,5.553154,208.82635,146.185728,62.640623,78.937941,41.966891,74.811804,46.247852,76.285356,1.564117,5.566977,78.807731,41.234039,0.0103510564,0.0126184472,0.0229695036,4.69436e-05,2805.200867,91481.17883,0.0005525,0.001105,0,stable,0,0,0,0,0.021241,0,0,0,0,0,none,none,0,none,1524.0,,1292.0,,0,0,0,,,none,none,4.126137,4.280961000000005,0.11579224825911098,22.913074186098,4.69436e-05,0,1.0,0,1570,0.0,2026-01-01 05:57:00+00:00,2026-01-02 08:06:00+00:00,1,0,0,0,1
2026-01-01 05:58:00+00:00,asset_00,robust_phe,asset_00_C00001,asset_00_C00001,1,production,none,3,asset_00_C00001,0.001274,0.002,asset_00_B00001,1.0,semi_skim,1.114389,35.973002,19.511943,120.554481,21.889601,7.507161,6.498064,23.070984,57.372907,5.590011,208.363796,144.956756,63.40704,78.686658,42.001793,74.515277,46.606659,76.366037,1.692818,5.566977,78.807731,41.234039,0.0103512316,0.0126187108,0.0229699424,4.69444e-05,2805.199569,91067.834394,0.0005525,0.001105,0,stable,0,0,0,0,0.021242,0,0,0,0,0,none,none,0,none,1523.0,,1291.0,,0,0,0,,,none,none,4.171380999999997,4.604866000000001,0.12552495422839915,23.31806567519098,4.69444e-05,0,1.0,1,1570,0.0006373486297004461,2026-01-01 05:57:00+00:00,2026-01-02 08:06:00+00:00,1,0,0,0,1
2026-01-01 05:59:00+00:00,asset_00,robust_phe,asset_00_C00001,asset_00_C00001,1,production,none,3,asset_00_C00001,0.001911,0.003,asset_00_B00001,2.0,semi_skim,1.114389,35.973002,19.511943,120.554481,21.889601,7.507161,6.498064,22.957702,57.801263,5.416177,209.219362,144.454634,64.764729,78.36497,42.138956,74.465944,46.525279,76.442683,1.562291,5.566977,78.807731,41.234039,0.0103515235,0.0126191496,0.0229706731,4.69458e-05,2805.197408,90774.539108,0.0005525,0.001105,0,stable,0,0,0,0,0.021242,0,0,0,0,0,none,none,0,none,1522.0,,1290.0,,0,0,0,,,none,none,3.8990260000000063,4.386322999999997,0.12108213175206076,21.117814943602035,4.69458e-05,0,1.0,2,1570,0.0012746972594008922,2026-01-01 05:57:00+00:00,2026-01-02 08:06:00+00:00,1,0,0,0,1
2026-01-01 06:00:00+00:00,asset_00,robust_phe,asset_00_C00001,asset_00_C00001,1,production,none,1,asset_00_C00001,0.002548,0.004,asset_00_B00001,3.0,semi_skim,1.114389,35.973002,19.511943,120.554481,21.889601,7.507161,6.498064,23.071891,58.993252,5.527248,206.377609,145.4677,60.909908,78.889344,41.749444,74.525566,46.478879,76.525358,1.438638,5.566977,78.807731,41.234039,0.0103519317,0.0126197633,0.022971695,4.69477e-05,2805.194386,91318.28979,0.0005525,0.001105,0,stable,0,0,0,0,0.021243,0,0,0,0,0,none,none,0,none,1521.0,,1289.0,,0,0,0,,,none,none,4.363777999999996,4.729435000000002,0.12734108061680302,24.11968322294398,4.69477e-05,0,1.0,3,1570,0.0019120458891013384,2026-01-01 05:57:00+00:00,2026-01-02 08:06:00+00:00,1,0,0,0,1
2026-01-01 06:01:00+00:00,asset_00,robust_phe,asset_00_C00001,asset_00_C00001,1,production,none,1,asset_00_C00001,0.003185,0.005,asset_00_B00001,4.0,semi_skim,1.114389,35.973002,19.511943,120.554481,21.889601,7.507161,6.498064,23.26483,56.533329,5.608358,209.573787,144.731423,64.842363,78.392346,42.495738,74.505785,46.595209,76.568961,1.618518,5.566977,78.807731,41.234039,0.010352456,0.0126205516,0.0229730076,4.69502e-05,2805.190504,90512.972369,0.0005525,0.001105,0,stable,0,0,0,0,0.021244,0,0,0,0,0,none,none,0,none,1520.0,,1288.0,,0,0,0,,,none,none,3.8865610000000004,4.099470999999994,0.11420218311434868,21.797225476838,4.69502e-05,0,1.0,4,1570,0.0025493945188017845,2026-01-01 05:57:00+00:00,2026-01-02 08:06:00+00:00,1,0,0,0,1
2026-01-01 06:02:00+00:00,asset_00,robust_phe,asset_00_C00001,asset_00_C00001,1,production,none,1,asset_00_C00001,0.003822,0.006,asset_00_B00001,5.0,semi_skim,1.114389,35.973002,19.511943,120.554481,21.889601,7.507161,6.498064,22.803805,58.018886,5.552075,207.996404,145.201552,62.794852,78.66417,41.994922,74.365281,46.334731,76.60771,1.508253,5.566977,78.807731,41.234039,0.0103530962,0.0126215141,0.0229746103,4.69532e-05,2805.185764,91107.21167,0.0005525,0.001105,0,stable,0,0,0,0,0.021246,0,0,0,0,0,none,none,0,none,1519.0,,1287.0,,0,0,0,,,none,none,4.298889000000003,4.339808999999995,0.11835009542600917,23.867754144675015,4.69532e-05,0,1.0,5,1570,0.0031867431485022306,2026-01-01 05:57:00+00:00,2026-01-02 08:06:00+00:00,1,0,0,0,1
2026-01-01 06:03:00+00:00,asset_00,robust_phe,asset_00_C00001,asset_00_C00001,1,production,none,1,asset_00_C00001,0.004459,0.007,asset_00_B00001,6.0,semi_skim,1.114389,35.973002,19.511943,120.554481,21.889601,7.507161,6.498064,22.574107,60.357797,5.480137,208.520106,145.561075,62.959031,79.025474,42.182095,74.657795,46.387865,76.661909,1.749362,5.566977,78.807731,41.234039,0.010353852,0.0126226505,0.0229765025,4.69567e-05,2805.180168,91515.213408,0.0005525,0.001105,0,stable,0,0,0,0,0.021247,0,0,0,0,0,none,none,0,none,1518.0,,1286.0,,0,0,0,,,none,none,4.36767900000001,4.205770000000001,0.11415266770184136,23.935479292023054,4.69567e-05,0,1.0,6,1570,0.0038240917782026767,2026-01-01 05:57:00+00:00,2026-01-02 08:06:00+00:00,1,0,0,0,1
2026-01-01 06:04:00+00:00,asset_00,robust_phe,asset_00_C00001,asset_00_C00001,1,production,none,1,asset_00_C00001,0.005096,0.008,asset_00_B00001,7.0,semi_skim,1.114389,35.973002,19.511943,120.554481,21.889601,7.507161,6.498064,22.840077,60.630014,5.396348,206.950472,144.187185,62.763287,78.958297,42.158055,74.734522,46.487317,76.7195,1.607339,5.566977,78.807731,41.234039,0.0103547232,0.0126239604,0.0229786836,4.69608e-05,2805.173718,91245.256065,0.0005525,0.001105,0,stable,0,0,0,0,0.021249,0,0,0,0,0,none,none,0,none,1517.0,,1285.0,,0,0,0,,,none,none,4.223775000000003,4.329262,0.11764221550499585,22.792959773700016,4.69608e-05,0,1.0,7,1570,0.004461440407903123,2026-01-01 05:57:00+00:00,2026-01-02 08:06:00+00:00,1,0,0,0,1
2026-01-01 06:05:00+00:00,asset_00,robust_phe,asset_00_C00001,asset_00_C00001,1,production,none,1,asset_00_C00001,0.005732,0.009,asset_00_B00001,8.0,semi_skim,1.114389,35.973002,19.511943,120.554481,21.889601,7.507161,6.498064,22.659188,54.893964,5.633958,209.541838,144.879652,64.662186,78.87918,41.936012,74.423229,46.091791,76.765977,1.65452,5.566977,78.807731,41.234039,0.0103557096,0.0126254434,0.022981153,4.69655e-05,2805.166415,91840.080332,0.0005525,0.001105,0,stable,0,0,0,0,0.021251,0,0,0,0,0,none,none,0,none,1516.0,,1284.0,,0,0,0,,,none,none,4.455950999999999,4.1557790000000026,0.11249113773891838,25.10464078405799,4.69655e-05,0,1.0,8,1570,0.005098789037603569,2026-01-01 05:57:00+00:00,2026-01-02 08:06:00+00:00,1,0,0,0,1
2026-01-01 06:06:00+00:00,asset_00,robust_phe,asset_00_C00001,asset_00_C00001,1,production,none,1,asset_00_C00001,0.006369,0.01,asset_00_B00001,9.0,semi_skim,1.114389,35.973002,19.511943,120.554481,21.889601,7.507161,6.498064,22.897221,59.87957,5.561575,207.096802,144.842693,62.254109,78.775264,42.033875,74.620098,46.173261,76.787509,1.556889,5.566977,78.807731,41.234039,0.010356811,0.0126270992,0.0229839102,4.69706e-05,2805.15826,91542.889141,0.0005525,0.001105,0,stable,0,0,0,0,0.021254,0,0,0,0,0,none,none,0,none,1515.0,,1283.0,,0,0,0,,,none,none,4.155166000000008,4.139385999999995,0.11266275208049413,23.109267346450046,4.69706e-05,0,1.0,9,1570,0.0057361376673040155,2026-01-01 05:57:00+00:00,2026-01-02 08:06:00+00:00,1,0,0,0,1
