timestamp,cycle_id,temp_zona1,temp_zona2,temp_zona3,temp_salida_gases,presion_camara,presion_ventilacion,potencia_kw,flujo_gas,humedad_relativa,temp_ambiente,setpoint_temp,posicion_valvula,velocidad_ventilador
2026-01-01 12:00:00,CYCLE_NORMAL,20.0,20.0,20.0,20.0,0.33599597462382036,7.7931972332891775,36.22988725747155,17.802892079855813,100.0,12.472941495740384,60.0,79.52896990821287,1303.6504812901617
2026-01-01 12:01:00,CYCLE_NORMAL,20.0,20.0,20.0,20.0,0.4395118702635286,8.943843828670095,35.08444330481987,17.890084869518443,100.0,12.47303258934664,61.008403361344534,79.55793486373868,1299.165859328651
2026-01-01 12:02:00,CYCLE_NORMAL,20.0,20.0,20.0,20.0,1.04405243381225,8.278276562266878,35.63734522780963,18.190174290385542,100.0,12.472181049366862,62.016806722689076,79.5567903908629,1294.7193659453087
2026-01-01 12:03:00,CYCLE_NORMAL,20.0,20.0,20.0,20.0,0.9651635256211379,7.332259215450055,34.7775612113356,18.126837785099532,100.0,12.472187322523046,63.02521008403362,79.91437556249342,1285.6303113567662
2026-01-01 12:04:00,CYCLE_NORMAL,20.0,20.0,20.0,20.0,0.19415924236709892,8.243018144708818,34.868222686048526,18.434947237576615,100.0,12.470655787207802,64.03361344537815,79.16715157308413,1286.6770670434855
2026-01-01 12:05:00,CYCLE_NORMAL,20.165311842040165,20.0,20.0,20.0,0.853961742170475,7.226348005530817,36.06935895277685,17.849242734646012,100.0,12.4718060546037,65.04201680672269,78.36685101216142,1288.1461593353633
2026-01-01 12:06:00,CYCLE_NORMAL,20.03541751117772,20.0,20.0,20.0,0.8694693865155448,8.541345526943537,34.69445595374135,18.332831307646707,100.0,12.471600770584205,66.05042016806723,79.56163056190304,1281.7252532998841
2026-01-01 12:07:00,CYCLE_NORMAL,22.6042554338458,24.040103221996336,24.636008806700307,20.0,0.30257983690362633,7.76443767409106,35.33910703337448,18.36302450193544,100.0,12.47271932052846,67.05882352941177,78.40498434495719,1283.1663790164655
2026-01-01 12:08:00,CYCLE_NORMAL,22.75147875741068,24.426152109743832,22.481610772982755,20.0,0.9137005200172146,7.953181905630415,35.69268535420636,18.62100077188853,100.0,12.472192788841364,68.0672268907563,78.62610197132165,1282.5589064083697
2026-01-01 12:09:00,CYCLE_NORMAL,24.103100891744308,24.97027499093607,24.580490358673526,20.0,1.1504552057758666,8.662898323771095,35.82312608211243,18.64869296931038,100.0,12.471669212852957,69.07563025210084,78.71066321145355,1281.1609359129484
2026-01-01 12:10:00,CYCLE_NORMAL,26.306727929150842,26.769002221522054,25.987617817921898,20.657529931612807,0.3733205917401213,7.356418215707875,35.73288016344409,18.999904890432937,100.0,12.470905026066319,70.08403361344537,78.41913294029384,1269.885198535136
2026-01-01 12:11:00,CYCLE_NORMAL,25.07483351692523,26.478516287089867,29.361345729514582,21.255224152570104,0.4558415906705109,7.301440907443505,36.16186161655671,18.55250239356715,100.0,12.471781199998013,71.09243697478992,78.69835027796242,1281.0554917829409
2026-01-01 12:12:00,CYCLE_NORMAL,26.655265018741936,32.16006879329777,29.37122680380714,20.0,1.0573992803891852,7.708200336826998,36.42411681483522,19.017501656610687,100.0,12.471071768840684,72.10084033613445,78.22269484900731,1272.8178165378804
