generated_volume_tons,moisture_pct,process_temperature_c,subproduct_type_Husk,subproduct_type_Straw,subproduct_type_Silo dust,subproduct_type_Bran,season_Rainy,season_Dry,reuse_strategy,co2_emissions_kg,co2_per_ton
0.3528441816838303,0.30978275752384166,0.5284599415560092,False,False,False,True,False,True,Biomass combustion,8556.805762137663,391.92022419828606
0.13560690034348274,0.22107866439063212,0.6672329409364282,False,False,True,False,False,True,Biomass combustion,4162.5360206328205,492.4591884281465
0.5139402603086998,0.4403242821280588,0.3113201894355075,False,False,True,False,True,False,Biochar,8794.670695454464,276.9490379575688
0.7162535708942754,0.29239494251983444,0.046493703221548936,False,True,False,False,False,True,Composting,1496.021315951372,33.833768204731776
0.38753253945139193,0.33580461032554304,0.27485580048850944,False,False,False,True,True,False,Biochar,5867.060999344975,244.77072772707507
0.5201147419336307,0.2568653367585868,0.5370340357217881,False,False,False,True,False,True,Biomass combustion,12762.55983549121,397.1437955614484
0.12230805761130496,0.48840984431846496,0.04842273223056492,False,True,False,False,False,True,Animal feed,514.717238869785,67.42941054966201
0.22020783462294674,0.1480743361488886,0.30543826325580714,False,True,False,False,True,False,Biochar,618.8596001320556,45.29308036041313
0.4590669410625634,0.20853375026252055,0.5657248005474863,False,False,True,False,False,True,Biomass combustion,11852.86889937149,417.7119855216328
0.0,0.653747168980193,0.04224105423768609,False,False,False,True,False,True,Composting,3.133191068920638,31.33191068920638
0.9430460178299008,0.3928861739249642,0.04589830207107325,True,False,False,False,True,False,Animal feed,3729.0048687091166,64.08785324513362
0.18366888610885096,0.6078872042173689,0.03163562043077726,False,False,True,False,True,False,Animal feed,515.9590374664193,45.208516124992656
0.2702146215830369,0.23942646523473166,0.04115778352950931,True,False,False,False,False,True,Composting,513.9370638430087,30.69461638796385
0.18154858587653164,0.3599003139135682,0.652821693235981,False,False,False,True,True,False,Biomass combustion,5489.248924984943,486.5374067517014
0.9335192602363204,0.2508243004295541,0.6676406638326853,False,True,False,False,False,True,Biomass combustion,28395.755037196275,492.9900802321085
0.17134965726529264,0.10781025064345987,0.04926321362071509,False,True,False,False,True,False,Composting,377.8267065092589,35.46308687946185
0.2784460337564691,0.16634627640640168,0.5937986174968315,True,False,False,False,False,True,Biomass combustion,7547.1951128932415,437.50431696071314
0.3353301642201773,0.6098846290671548,0.6145711720107324,False,False,True,False,True,False,Biomass combustion,9592.299494906089,462.1843014120412
0.7104671615186708,0.7086784398717852,0.5056133715213224,False,True,False,False,True,False,Biomass combustion,16619.777442332732,378.9244102619343
0.5268377588409927,0.6836599510433643,0.22372701097072803,True,False,False,False,True,False,Biochar,6498.655112581363,199.65169246217093
