SUPERFICIES Y PRODUCCIONES DE CULTIVOS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
"7.1.3.4. CEREALES GRANO-CEBADA: Análisis provincial de superficie y producción según tipos, 2022",,,,
,,,,
Provincias,Cebada de 2 carreras,,Cebada de 6 carreras,
y,Superficie,Producción,Superficie,Producción
Comunidades Autónomas,(hectáreas),(toneladas),(hectáreas),(toneladas)
A Coruña,203,472,–,–
Lugo,49,116,–,–
Ourense,646,1567,–,–
Pontevedra,7,15,–,–
 GALICIA,905,2170,–,–
,,,,
 P. DE ASTURIAS,–,–,–,–
,,,,
 CANTABRIA,156,329,–,–
,,,,
Alava,14416,63430,–,–
Guipúzcoa,–,–,–,–
Vizcaya,–,–,–,–
 PAÍS VASCO,14416,63430,–,–
,,,,
 NAVARRA,67363,260962,–,–
,,,,
 LA RIOJA,17241,78882,–,–
,,,,
Huesca,165953,535386,2744,8459
Teruel,100171,216071,5345,10679
Zaragoza,165310,434191,3374,6649
 ARAGÓN,431434,1185648,11463,25787
,,,,
Barcelona,32771,90263,319,986
Girona,15552,54858,648,1814
Lleida,96171,365845,386,1469
Tarragona,12701,27463,–,–
 CATALUÑA,157195,538429,1353,4269
,,,,
 BALEARES,7454,12300,11182,18450
,,,,
Avila,47254,104806,4457,9047
Burgos,140362,495208,4500,15620
León,19681,50224,1400,2758
Palencia,103091,366388,10000,35700
Salamanca,36293,102556,700,1820
Segovia,57845,149242,10000,24420
Soria,71079,168352,5040,11347
Valladolid,170902,500839,1750,5093
Zamora,58875,120329,2953,6100
 CASTILLA Y LEÓN,705382,2057944,40800,111905
,,,,
 MADRID,40112,113961,597,1574
,,,,
Albacete,96995,291374,22000,53650
Ciudad Real,93884,262851,40236,119184
Cuenca,206896,479361,36450,84437
Guadalajara,80868,248522,3361,10325
Toledo,118374,286058,18804,44548
 CASTILLA–LA MANCHA,597017,1568166,120851,312144
,,,,
Alicante,1925,3500,649,1116
Castellón,2877,3890,–,–
Valencia,7465,15062,169,338
 C. VALENCIANA,12267,22452,818,1454
,,,,
 R. DE MURCIA,9586,24415,10450,33194
,,,,
Badajoz,45293,120762,1001,2248
Cáceres,699,1170,9,11
 EXTREMADURA,45992,121932,1010,2259
,,,,
Almería,–,–,7854,8813
Cádiz,6330,18800,550,1664
Córdoba,4233,8241,10458,23148
Granada,13080,10333,20147,15070
Huelva,590,1543,70,182
Jaén,4128,7342,1376,2200
Málaga,9641,22560,150,415
Sevilla,11029,27197,3225,7600
 ANDALUCÍA,49031,96016,43830,59092
,,,,
Las Palmas,58,93,–,–
S.C. de Tenerife,33,34,–,–
 CANARIAS,91,127,–,–
,,,,
ESPAÑA,2155642,6147163,242354,570128
