timestamp,cycle_id,temp_zona1,temp_zona2,temp_zona3,temp_salida_gases,presion_camara,presion_ventilacion,potencia_kw,flujo_gas,humedad_relativa,temp_ambiente,setpoint_temp,posicion_valvula,velocidad_ventilador,fault_name
2029-04-15 00:00:00,2400,20.0,20.0,20.0,20.0,0.5506839877345191,7.894749067899162,35.848920653821736,17.933470714169353,100.0,11.075973740629209,60.0,79.73146723942625,1302.5623729142933,NORMAL
2029-04-15 00:01:00,2400,20.0,20.0,20.0,20.0,1.0504234528719671,9.104445639169969,34.68606494642344,17.985326178104394,100.0,11.079210745946432,61.008403361344534,80.7668439359123,1305.0928476895056,NORMAL
2029-04-15 00:02:00,2400,20.0,20.0,20.0,20.0,0.4423163112427575,9.088017577997704,35.449183032878395,18.358525350460756,100.0,11.07987003951872,62.016806722689076,80.03423420542701,1304.6809042814727,NORMAL
2029-04-15 00:03:00,2400,20.0,20.0,20.0,20.0,0.9496150589796015,8.423856673727283,35.15449342621681,18.538980493725813,100.0,11.078578475676288,63.02521008403362,79.31363407598636,1288.142777416133,NORMAL
2029-04-15 00:04:00,2400,20.0,20.0,20.0,20.0,0.6046348812066453,7.549040907683275,35.33162821044903,18.444146207401893,100.0,11.078840449414049,64.03361344537815,78.7492243153561,1287.4126613266044,NORMAL
2029-04-15 00:05:00,2400,20.0,20.0,20.0,20.0,0.36285398741597785,7.647099124890085,35.200424060214495,18.929136712602094,100.0,11.078964848048871,65.04201680672269,78.93298971262594,1281.2311182762473,NORMAL
2029-04-15 00:06:00,2400,20.0,20.162180643185096,20.0,20.0,0.8651535289877467,8.305485823590661,35.450248580825374,18.32965127482,100.0,11.078899246066607,66.05042016806723,79.00455252672495,1291.6593053197819,NORMAL
2029-04-15 00:07:00,2400,20.462947497989312,22.808451585898514,20.567272075153596,20.0,0.7781537612718136,8.485115186553431,35.79283872979263,18.689862013226346,100.0,11.079114086310733,67.05882352941177,77.7818800483878,1276.0733780198145,NORMAL
2029-04-15 00:08:00,2400,22.869880773920517,21.903770455688186,22.38952229443496,20.0,0.4394456921353608,7.898660662400656,34.73747147845069,18.661707135511193,100.0,11.07842130153443,68.0672268907563,78.79974926673225,1277.4766515952842,NORMAL
2029-04-15 00:09:00,2400,23.627189162153343,23.270618768921416,22.91553887741619,20.0,0.5900341311067626,8.025795128455707,35.41358219137796,18.608565823240887,100.0,11.075701256472014,69.07563025210084,77.7805784279534,1272.097948063832,NORMAL
2029-04-15 00:10:00,2400,25.360841176755628,24.019366119052314,25.92578714836319,20.0,0.7583944132873043,8.203082651551311,35.90911998180714,18.76176431624066,100.0,11.074649247764095,70.08403361344537,77.78020827699106,1272.942489046276,NORMAL
2029-04-15 00:11:00,2400,27.389977475125146,25.122122078763343,26.713098014551846,20.0,0.5766426196797171,7.577389354509463,36.10541417341707,18.604010901854938,100.0,11.074067674357742,71.09243697478992,77.82114378340529,1275.3358092594729,NORMAL
2029-04-15 00:12:00,2400,24.38118741563658,26.724805022851935,28.76332173844252,20.95588766015323,0.8187707057280837,8.726122680221227,36.1099008789511,18.85130661182105,100.0,11.075172600783855,72.10084033613445,78.08828167797662,1266.3392514382613,NORMAL
2029-04-15 00:13:00,2400,26.7879570008496,29.84974754020024,29.302802735577206,20.0,0.429608479291932,8.432449449772239,35.38939573914068,18.726173419688962,100.0,11.075535625232561,73.10924369747899,78.29147665647615,1272.0799561081858,NORMAL
2029-04-15 00:14:00,2400,30.45158094074858,31.56444607810436,29.453946774776536,21.457544884001344,1.3196100973231017,7.438759705549561,36.20261484696488,19.169287621578125,100.0,11.075003899892891,74.11764705882354,77.43854878113775,1264.2435900155592,NORMAL
